accession_num,artist,title_date,medium,medium category,dimensions,type,exam_date,overall_condition,remarks,priority,overall_analysis,rec_treat,treatment type
32-72/7,Isoda Koryusai,"Morokoshi of the Echizenya, from the series Models for Fashion: New Year Design as Fresh as Young Leaves (Hinagata wakana no hatsu moyō), 1776",Color woodblock,Ink print,Overall: 14 5/8 x 9 7/8 in. (37.1475 x 25.0825 cm),Examination,2/1/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors excellent, including aigamie purple discolor, soil mod abrasion at edges heavy few sm holes overall backed (thick and stiff) fro no apparent purpose  Recommended Treatment: clean remove backing  Care and Maintenance: limit exp to light do not loan  Curatorial Priority",4-Periodic monitoring needed,,remove backing,backing removal
32-72/10,Ippitsusai Buncho,A Courtesan Watching a Cuckoo,Color woodblock,Ink print,Overall: 11 3/4 x 5 3/8 in. (29.845 x 13.6525 cm),Examination,2/1/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: blue algami mod faded discoloration severe soil sl-mod several large patches on tears and holes  Recommended Treatment: remove patches wash mend and insert  Care and Maintenance:   Curatorial Priority,3-Treatment as necessary,,remove patches wash mend/insert,wash & mend/insert
32-72/11,Katsukawa Shun'ei,Actor as a Swordsman,Color woodblock,Ink print,Overall: 12 1/2 x 5 3/4 in. (31.75 x 14.605 cm),Examination,2/1/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors excellent, including aigami discolor and soil sl soil worse, with abrasion at edges B corners ""soft""  Recommended Treatment: clean   Care and Maintenance: LIMIT EXPOSURE TO LIGHT DO NOT LOAN  Curatorial Priority",5-No treatment needed,,clean,surface clean
32-72/12,Katsukawa Shunko,Portrait of Matsumoto Hachizo as a Water Carrier,Color woodblock,Ink print,Overall: 12 1/8 x 5 5/8 in. (30.7975 x 14.2875 cm),Examination,2/1/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors, purple and aigami, excellent soil and discolor sl-mod  shallow losses UL  Recommended Treatment: none  Care and Maintenance: LIMIT EXPOSURE TO LIGHT DO NOT LOAN  Curatorial Priority",,,none,none
32-72/15,Katsukawa Shuncho,The Oiran Yono of the Ogi-ya Walking with her Kamuro and Two Shinzo,Color woodblock,Ink print,Overall: 14 1/8 x 9 3/8 in. (35.8775 x 23.8125 cm),Examination,2/1/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: aigami totally faded, purple 50% mod discolor; sl soiling remnants of paper mt on edges,reverse four unmended wormholes  Recommended Treatment: wash insert holes  Care and Maintenance:   Curatorial Priority",4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-72/16,Katsukawa Shuncho,Two Young Women Playing Ball,Color woodblock,Ink print,Overall: 14 3/4 x 9 1/8 in. (37.465 x 23.1775 cm),Examination,2/1/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: aigami mod faded, purple shifting discolor mod; soil sl sev wormholes bad bpatches or nont old paper mt remnants delam, espec on L  Recommended Treatment: clean remove mt residues and patch insert  Care and Maintenance:   Curatorial Priority",4-Periodic monitoring needed,,remove patches wash mend/insert,wash & mend/insert
32-72/17,Kitagawa Utamaro,Young Man Receiving a Tanzaka from His Mistress,Color woodblock,Ink print,Overall: 15 x 9 7/8 in. (38.1 x 25.0825 cm),Examination,2/1/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: aigami bqadly faded discolor and soil sl-mod phys cond ecellent  Recommended Treatment: none  Care and Maintenance:   Curatorial Priority,,,none,none
32-72/18,Utagawa Toyokuni,Three Young Women Standing Near a Dwelling,Color woodblock,Ink print,Overall: 12 1/2 x 8 1/2 in. (31.75 x 21.59 cm),Examination,2/1/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: aigami totally faded; purple near totally discolor mod soil sl wormlosses at T: one uncompensated, other inptg no longer matches edge mted to western board  Recommended Treatment: remove mt remove patches insert and inpt losses  Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,remove mount remove patches insert inpaint,backing removal
32-72/19,Utagawa Tokoyuni,A Young Man Lighing a Young Woman's Pipe,Color woodblock,Ink print,Overall: 15 1/4 x 10 1/8 in. (38.735 x 25.7175 cm),Examination,2/1/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: sl-fading of aigami and purple  discolor mod num stains in sky soil mod, to severe at edges num sm losses (patched) and old creases strange retouching edge mted to western board  Recommended Treatment: clean remove mount if practical, replace repairs  Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,remove patches wash mend/insert,wash & mend/insert
32-72/20,Katsushika Hokusai,"Poet Seated on a Cliff: Poem by Onakatomi no Yoshinobu Aso, ca. 1835-1836",Color woodblock,Ink print,Overall: 9 7/8 x 14 in. (25.0825 x 35.56 cm),Examination,2/1/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors excellent discolor and soil sl-mod edges discolored grey and smeared adhesive LL edge mted to western board  Recommended Treatment: remove mt reduce adhesive  Care and Maintenance:   Curatorial Priority,3-Treatment as necessary,,remove mount reduce adhesive,backing removal
32-72/20,Katsushika Hokusai,"Poet Seated on a Cliff: Poem by Onakatomi no Yoshinobu Aso, ca. 1835-1836",Color woodblock,Ink print,Overall: 9 7/8 x 14 in. (25.0825 x 35.56 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-72/21,Katsushika Hokusai,"Divers for Awabi Shells at Ise: Poem by Sangi Takamura (Ono no Takamura), ca. 1835-1836",Color woodblock,Ink print,Overall: 9 3/4 x 14 3/16 in. (24.765 x 36.0362 cm),Examination,2/1/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: red lead oxidized colors - excellent sl discolor and soil worm holes LL  Recommended Treatment: insert holes  Care and Maintenance:   Curatorial Priority,4-Periodic monitoring needed,,mend/insert,mend/insert
32-72/21,Katsushika Hokusai,"Divers for Awabi Shells at Ise: Poem by Sangi Takamura (Ono no Takamura), ca. 1835-1836",Color woodblock,Ink print,Overall: 9 3/4 x 14 3/16 in. (24.765 x 36.0362 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-72/22,Katsushika Hokusai,"View of Fuji from the Waterfall at Onden, ca. 1831",Color woodblock,Ink print,Overall: 9 5/8 x 14 13/16 in. (24.4475 x 37.6238 cm),Examination,2/2/1990,(not entered),Condition:  Frame:   Mat/Mount:   Object: colors excellent discolor and soil excellent phys cond excellent - few small disturbances in UR may be inserted holes edge mted to western paper  Recommended Treatment: remove mount  Care and Maintenance:   Curatorial Priority,3-Treatment as necessary,,remove mount,backing removal
32-72/22,Katsushika Hokusai,"View of Fuji from the Waterfall at Onden, ca. 1831",Color woodblock,Ink print,Overall: 9 5/8 x 14 13/16 in. (24.4475 x 37.6238 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-72/23,Katsushika Hokusai,"View of Fuji from Surugadai, Edo, ca. 1831",Color woodblock,Ink print,Overall: 10 1/8 x 15 in. (25.7175 x 38.1 cm),Examination,2/2/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors excellent discolor sl-mod soil mod-severe edges abraded with LL tone in adhesive residues  four full edges, reverse  Recommended Treatment: clean remove adhesives wash consolidate abrasion  Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,remove adhesive,attachment removal
32-72/23,Katsushika Hokusai,"View of Fuji from Surugadai, Edo, ca. 1831",Color woodblock,Ink print,Overall: 10 1/8 x 15 in. (25.7175 x 38.1 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-72/24,Katsushika Hokusai,"View of Fuji through Mannenbashi, Fukagawa, ca. 1831",Color woodblock,Ink print,14 3/4 x 10 inches (37.47 x 25.4 cm),Examination,2/2/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors excellent discolor mod soil mod scattered brown stains numerous old creases, abraded, thru sky  Recommended Treatment: wash consolidate sky  Care and Maintenance:   Curatorial Priority",4-Periodic monitoring needed,,consolidate flaking,consolidation
32-72/24,Katsushika Hokusai,"View of Fuji through Mannenbashi, Fukagawa, ca. 1831",Color woodblock,Ink print,14 3/4 x 10 inches (37.47 x 25.4 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-72/25,Katsushika Hokusai,"View of Fuji from a Woodman's Camp Totomi Province, ca. 1831",Color woodblock,Ink print,Overall: 10 1/8 x 15 in. (25.7175 x 38.1 cm),Examination,2/2/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors fine discolor and soil mod edges abraded - sm loss UR, lge loss LR LR badly inserteds ugly  Recommended Treatment: clean wash, remove insert insert losses  Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,remove patches wash mend/insert,wash & mend/insert
32-72/25,Katsushika Hokusai,"View of Fuji from a Woodman's Camp Totomi Province, ca. 1831",Color woodblock,Ink print,Overall: 10 1/8 x 15 in. (25.7175 x 38.1 cm),Examination,2/14/2018,Excellent,Lined with Japanese paper; pendant hinged to 4-ply rag board handling mat; Mylar interleaving,5-No treatment needed,,none,none
32-72/26,Ando Hiroshige,"Yodo gawa (Yodo River), ca. 1834",Color woodblock,Ink print,Overall: 8 3/4 x 13 7/8 in. (22.225 x 35.2425 cm),Examination,2/2/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors excellent mod discolor and soil - accretions, smudges C vert fold very yellow - mended several lge wormholes, well compensated edge mted to western paper  Recommended Treatment: clean remove mt wash on suct table leavingt inserts  Care and Maintenance:   Curatorial Priority",3-Treatment as necessary,,remove patches wash mend/insert,wash & mend/insert
32-72/27,Ando Hiroshige,"Evening Snow on Mount Hira (Hira no Bosetsu), ca. 1834",Color woodblock,Ink print,Overall: 9 x 13 7/8 in. (22.86 x 35.2425 cm),Examination,2/2/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: color fine sl0mod discolora andsoil, worse on edges and C vert fold lge worm holes UL and UR well compensated  Recommended Treatment: clean  Care and Maintenance:   Curatorial Priority",5-No treatment needed,,clean,surface clean
32-72/39,Yashima Gakutei,Two Humanists,Color woodblock,Ink print,Overall: 8 1/4 x 7 3/8 in. (20.955 x 18.7325 cm),Examination,2/2/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors excellent discolor and soil sl-mod lge wormhole UL, badly patched wet abrasion and pt loss in proper R sleeve standing figure  Recommended Treatment: replace patch with insert  Care and Maintenance: LIMIT EXPOSURE TO OLIGHT DO NOT LOAN  Curatorial Priority",4-Periodic monitoring needed,,remove patch insert,attachment removal
32-72/40,Totoya Hokkei,Teahouse Beside the Moat of Edo Castle,Color woodblock,Ink print,Overall: 8 1/16 x 7 1/16 in. (20.4788 x 17.9388 cm),Examination,2/2/1990,(not entered),"Condition:  Frame:   Mat/Mount:   Object: colors good dark verdigris beginning to corrode paper discolor and soil sl tear on B, creating ""flap"" old adhesive residues on edges, reverse  Recommended Treatment: remove adhesive mend  Care and Maintenance:   Curatorial Priority",4-Periodic monitoring needed,,reduce adhesive wash,wash
32-74/1,Albrecht Dürer,"Saint Sebastian at the Column, 1498-1499",Engraving,Ink print,Plate: 4 1/4 x 2 15/16 in. (10.795 x 7.4612 cm),Examination,10/15/1987,(not entered),Condition:  Frame:  na  mat/mount: 2 ply rag good glassine  object: sl discoloration sl soil sl draws at L hinges  recommended treatment: flatten  care and maintenance: na  curatorial priority: na,5-No treatment needed,,none,none
32-74/2,Heinrich Aldegrever,"Titus Manlius Having His Son Beheaded, 1553",Engraving,Ink print,Plate: 4 1/2 x 2 7/8 in. (11.43 x 7.3025 cm),Examination,10/14/1987,(not entered),"Condition:  frame:  na  mat/mount: 2 ply rag old tissue  object: sl-mod discoloration B skinned, reverse mod distortion  recommended treatment: clean wash flatten  care and maintenance3: na  cuaratorial priority:  na",4-Periodic monitoring needed,,none,none
32-74/2,Heinrich Aldegrever,"Titus Manlius Having His Son Beheaded, 1553",Engraving,Ink print,Plate: 4 1/2 x 2 7/8 in. (11.43 x 7.3025 cm),Examination,5/19/2019,Minor repair in-house,,,,none,none
32-74/5,Hans Sebald Beham,"Ornament Scroll, ca. 1543-1544",Engraving,Ink print,Plate: 1 1/2 x 3 7/8 in. (3.81 x 9.8425 cm),Examination,10/14/1987,(not entered),Condition:  Frame: na  Mat/Mount: 4 ply rag good glassine  Object: sl-mod discoloration sl cockling  Recommended Treatment: none  Care and Maintenance: na  Curatorial Priority: na,,,none,none
32-74/6,Jacob Binck,"Death and the Soldier, n.d.",Engraving,Ink print,Plate: 3 5/16 x 2 9/16 in. (8.4138 x 6.5088 cm),Examination,10/14/1987,(not entered),"Condition:  Frame: na  Mat/Mount: 2 ply rag good tissue  Object: sl-mod discoloration num stains, including entire T edge Top edge is recreated! sl soil tears in L  Recommended Treatment: clean wash mend inpaint  Care and Maintenance: na  Curatorial Priority: na",3-Treatment as necessary,,wash mend/insert,wash & mend/insert
32-74/6,Jacob Binck,"Death and the Soldier, n.d.",Engraving,Ink print,Plate: 3 5/16 x 2 9/16 in. (8.4138 x 6.5088 cm),Examination,7/7/1992,Current Condition,,,,none,none
32-74/7,Georg Pencz,"Medea Handing the Penates to Jason, ca. 1539",Engraving,Ink print,Plate: 4 9/16 x 2 15/16 in. (11.5888 x 7.4612 cm),Examination,10/14/1987,(not entered),Condition:  Frame: na  Mat/Mount: 2 ply rag gree glassine  Object: sl-mod discoloration mod soiling abrasion ul torn  Recommended Treatment: clean wash mend  Care and Maintenance: na  Curatorial Priority: na,4-Periodic monitoring needed,,wash mend/insert,wash & mend/insert
32-74/8,Lucas van Leyden,"Christ as a Gardener appearing to Mary Magdalene, 1519",Engraving,Ink print,Overall: 5 3/8 x 6 9/16 in. (13.6398 x 16.6624 cm),Examination,9/14/1987,(not entered),Condition:  Frame: na  Mat/Mount: ancient 2 ply rag good glassine  Object: sl-mod gen discoloration severe stains on reverse not visible on front sl gen soiling sl cockling  Recommended Treatment: clean wash flatten  Care and Maintenance: na  Curatorial Priority: na,4-Periodic monitoring needed,,wash,wash
32-74/8,Lucas van Leyden,"Christ as a Gardener appearing to Mary Magdalene, 1519",Engraving,Ink print,Overall: 5 3/8 x 6 9/16 in. (13.6398 x 16.6624 cm),Examination,3/22/2018,Good,,5-No treatment needed,,none,none
32-74/9,Lucas van Leyden,"Young Man at the Head of a Group of Armed Men, 1510",Engraving,Ink print,Overall: 4 5/16 x 3 1/8 in. (10.9474 x 7.9502 cm),Examination,9/14/1987,(not entered),Condition:  Frame: na  Mat/Mount: ancient 2 ply rag good glassine  Object: sl-mod gen discoloration mod brown staining sl soiling  Recommended Treatment: clean wash  Care and Maintenance: na  Curatorial Priority: na,4-Periodic monitoring needed,,wash,wash
32-74/9,Lucas van Leyden,"Young Man at the Head of a Group of Armed Men, 1510",Engraving,Ink print,Overall: 4 5/16 x 3 1/8 in. (10.9474 x 7.9502 cm),Examination,7/2/1992,(not entered),"Condition:  Frame: na  Mat/Mount: na  Object: even tone to paper, close to original tone. paste residues on verso. slight break in paper, just beyond the plate mark.  Recommended Treatment: no treatment lightly surface cleaned 07-02-1992 (margins, recto)  Care and Maintenance:   Curatorial Priority:",,,treated,treated
32-74/10,Dirk Vellert,"The Temptation of Christ, 1523",Etching,Ink print,"Image: 4 1/4 x 2 15/16 inches (10.8 x 7.44 cm)
Mat: 19 x 14 inches (48.26 x 35.56 cm)",Examination,9/14/1987,(not entered),Condition:  Frame: na  Mat/Mount: ancient 2 ply rag acidic glassine  Object: sl-mod discoloration num brown stains sl-mod soiling mod cockling  Recommended Treatment: clean wash flatten  Care and Maintenance: na  Curatorial Priority: na,4-Periodic monitoring needed,,wash,wash
32-74/10,Dirk Vellert,"The Temptation of Christ, 1523",Etching,Ink print,"Image: 4 1/4 x 2 15/16 inches (10.8 x 7.44 cm)
Mat: 19 x 14 inches (48.26 x 35.56 cm)",Examination,8/9/1991,Current Condition,,,,none,none
32-74/10,Dirk Vellert,"The Temptation of Christ, 1523",Etching,Ink print,"Image: 4 1/4 x 2 15/16 inches (10.8 x 7.44 cm)
Mat: 19 x 14 inches (48.26 x 35.56 cm)",Examination,3/22/2018,Good,"Overall: minor stains; visible in top left corner 1/4"" area",4-Periodic monitoring needed,,none,none
